exp_id	exp_idx	timestamp	optimizer	lr	time_embed	schedule	freeze_layers	dropout	seq_len	batch_size	noise_steps	weight_decay	total_params_M	trainable_params_M	train_steps	training_seconds	total_seconds	final_train_loss	val_loss	nt_dist_error	gc_error	real_gc	gen_gc	peak_vram_mb	total_tokens_M	gb_human_enhancers_cohn	gb_human_enhancers_ensembl	gb_human_ensembl_regulatory	gb_human_nontata_promoters	gb_human_ocr_ensembl	gb_demo_coding_vs_intergenomic_seqs	gb_demo_human_or_worm	gb_dummy_mouse_enhancers_ensembl
baseline	0	2026-04-15T22:32:45.737818	adamw	0.0001	additive	uniform	0	0.0	4096	2	128	0.01	100.2	100.2	586	901.5	1048.1	1.360012	0.082341	0.250000	0.000000	0.0000	0.0000	6775	19.2	10.732736	11.174718	10.860710	nan	11.095589	11.312478	11.336931	6.075411
